seg	id	title	who	url	closure	quote	date	evidence
S4	ABANDONED-17	turbo3 V-cache degrades generation-trajectory scores badly even when smoke tests look clean	sztlink (measurement) as reported and qualified by another contributor in the ggml-org/llama.cpp discussion #20969	https://github.com/ggml-org/llama.cpp/discussions/20969	measured decode-path divergence from the f16 reference that output-level smoke tests do not detect	"@sztlink 's data on this very thread shows turbo3 V-cache degrades trajectory scores significantly on 27B (≈ 58) and dramatically on 32B (≈ 25) even when outputs look fine on smoke tests." Related in-thread finding, verbatim: "GTM says q8_0/turbo3 is near-excellent (88.83); trajectory says it has materially broken generation paths (FAIL). The gap grows with model size and quantization aggressiveness."	posts in the thread (started Mar 25, 2026)	READ BODY
S4	ABANDONED-18	The aggressive TurboQuant presets need boundary-layer skipping or Qwen3-4B loses ~30 GSM8K points	vLLM (the shipped TurboQuantConfig source itself records this as an empirical requirement)	https://raw.githubusercontent.com/vllm-project/vllm/main/vllm/model_executor/layers/quantization/turboquant/config.py	recorded in shipped code as an unavoidable crutch — the aggressive presets do not work standalone, contradicting the paper's "quality neutral at 3.5 bits" claim	"Empirically required for aggressive presets (k3v4_nc, 3bit_nc) — without it GSM8K drops ~30 points on Qwen3-4B."	code present in vLLM main as of retrieval (2026-09-13)	READ BODY ---
S5	ABANDONED-1	vLLM CPU KV "swap space" — the original offload mechanism was never functional and was deleted	mcelrath (reporter), vLLM; removal merged by DarkLight1337	https://github.com/vllm-project/vllm/issues/27984	closed (issue closed; superseded by removal PR #36216 which was merged). Not a stale bot — a maintainer merged the removal.	"Since the deprecation of best_of sampling in #13997 (see also #13361 ), the swap_space parameter is useless and unused in the codebase. To make matters worse, it seems best_of was never properly implemented because num_cpu_blocks in EngineCore::_initialize_kv_caches() is hard coded to zero at vllm/v1/engine/core.py:252 and always has been according to the git history." and "This is probably why best_of had no usage -- it never worked and has always been disabled."	opened 2025-11-03; closed 2026-03-07 (removal PR merged)	READ BODY
S5	ABANDONED-2	PR "Remove unused swap_space parameter" — explicitly abandoned and picked up by someone else	mcelrath (author), vLLM PR #27988	https://github.com/vllm-project/vllm/pull/27988	PR closed unmerged (2 commits, never merged); replaced by PR #36216	The replacement PR records the abandonment verbatim: "Picks up the abandoned PR #27988 as suggested by @DarkLight1337 in #27984 ." The replacement PR body also states the technical reason verbatim: "In the V1 engine, num_cpu_blocks is hardcoded to 0 ( v1/engine/core.py:287 ), confirming swap space was never allocated or used."	PR #27988 opened 2025-11-03, closed 2026-03-07; PR #36216 opened 2026-03-06, merged 2026-03-07	READ BODY
S5	ABANDONED-3	Direct GPU↔storage access (GPU Direct Storage / GPU-GPU) is explicitly NOT intended to be supported in vLLM's tiering design	dannyharnik (vLLM), RFC #38260 "Multi-tier KV offloading via the vLLM offloading connector"	https://github.com/vllm-project/vllm/issues/38260	by design — an explicit "What we don't intend to support" section in a maintainer-authored RFC; the tiering implementation (#40020) shipped with exactly this restriction (secondary tiers cannot touch GPU memory)	The RFC carries a section headed "What we don't intend to support", whose two bullets read verbatim: "Direct GPU access (neither GPU-storage or GPU-GPU communication)" and "Limited flexibility for variance in block size. While we allow vLLM block size to vary, CPU block size must be constant across all vLLM nodes (and a multiple of the underlying vLLM block size)." The shipped doc restates the first bullet verbatim: "Only the CPU primary tier has direct GPU access. Secondary tiers cannot read from or write to GPU memory; all GPU↔secondary transfers are staged through the CPU primary tier."	RFC opened 2026-03-26 (still Open as an RFC; the non-support decision is settled and codified in shipped code)	READ BODY
S5	ABANDONED-4	GPUDirect Storage (cuFile/KvikIO) prototype for KV cache was slower than every other implementation	t348575 et al., py-kvcache (arXiv 2609.11744), §6.1 "Selecting the Storage Interface"	https://arxiv.org/html/2609.11744v1	negative result in a published paper — the authors built the GDS prototype and rejected it	"We separately tested whether GPUDirect Storage could remove the intermediate CPU transfer. We implemented a simple prototype using KvikIO, which provides Python bindings to cuFile and can access GPU buffers through GPUDirect Storage [ 28 ] . In our configuration, this path was slower than all our other implementations."	paper submitted 2026-09-10	READ BODY
S5	ABANDONED-5	io_uring / xNVMe / SPDK userspace NVMe paths did not improve end-to-end TTFT	t348575 et al., py-kvcache (arXiv 2609.11744), §5 "I/O engine and request size" and §6.1	https://arxiv.org/html/2609.11744v1	negative result in a published paper — the faster I/O engines were measured and then dropped from the final design	"Correcting the backend improved storage microbenchmarks ( 8(a) ), but did not improve our vLLM TTFT. This result agreed with our prior characterization, since the workload consists of large, bandwidth limited reads and writes, so reducing overhead of I/O operations does not necessarily shorten the request's critical path." and "However, replacing the I/O path did not measurably improve TTFT in the LLM benchmark." and "High small-I/O IOPS and additional worker threads can improve a synthetic microbenchmark without improving end-to-end inference."	paper submitted 2026-09-10	READ BODY
S5	ABANDONED-6	llm-d `llmd-fs-backend` (standalone FS KV offload connector) reached final release and was discontinued upstream	llm-d project (`llm-d/llm-d-kv-cache`)	https://raw.githubusercontent.com/llm-d/llm-d-kv-cache/main/README.md	sunset / upstreamed — final release, no further development in that repo	"**Now upstreamed into vLLM.** `llmd-fs-connector==0.23` (llm-d v0.8 / vLLM v0.23) is the **final release** — llmd-fs-backend is now the FS tier of vLLM's multi-tier offloading connector (`TieringOffloadingSpec`). All new features and support continue there"	README retrieved 2026-09-13; `llmd-fs-connector==0.23` corresponds to vLLM v0.23	READ BODY
S5	ABANDONED-7	llm-d's filesystem KV cache was deprecated mid-experiment and its staging allocation caused ~2.3x data amplification	t348575 et al., py-kvcache (arXiv 2609.11744), §3.2 and §5.1	https://arxiv.org/html/2609.11744v1	negative result + upstream deprecation documented in a published paper	"However, this was deprecated while our experiments were ongoing, in favour of the secondary filesystem disk tier introduced directly into vLLM." and, on the measured defect, "The trace showed that llm-d copied and submitted data separately for each cache chunk. More importantly, its minimum staging-buffer allocation was larger than the KV data required by our test model. A request containing 4.4 GB of useful KV data consequently caused approximately 10 GB to be copied and read or written."	paper submitted 2026-09-10	READ BODY
S5	ABANDONED-8	External NVMe KV caching yielded no TTFT benefit on a fast GPU with large VRAM (break-even not reached)	t348575 et al., py-kvcache (arXiv 2609.11744), §7 and conclusion	https://arxiv.org/html/2609.11744v1	the paper's own conclusion undercuts unconditional external caching — "External KV caching should therefore be treated a setup specific admission decision"	"The same traces show a different outcome on the Snellius node. Their average request length is below the measured 6,203 token SSD break-even point for Qwen3 4B, on our setup, and the H100's larger GPU memory retains a large portion of the working set. As a result the TTFT of only using GPU prefix caching is identical to that of py-kvcache , while the native vLLM KV Offload implementation is 0.2 s higher." and "Below roughly 8k tokens the prefill is short enough that no storage device we measured can load the prompt faster than the GPU rebuilds it, and on a mid-range drive that threshold moves out to 32k. Therefore, external cache admission must depend on the model, GPU, SSD, and reusable prefix length rather than treating every hit as beneficial."	paper submitted 2026-09-10	READ BODY
S5	ABANDONED-9	PR "Kvserve fusion" (KV compression + Mooncake connector) closed unmerged by a maintainer	VerrPower, vLLM PR #51648	https://github.com/vllm-project/vllm/pull/51648	PR closed unmerged (33 commits, never merged), closed by maintainer hmellor 2026-08-10; the preceding bot action was a rebase request, not a human explanation	The only machine-recorded reason attached to the close is the mergify bot comment: "This pull request has merge conflicts that must be resolved before it can be merged. Please rebase the PR, @VerrPower ." — no human maintainer rationale was posted on the page; the PR was closed immediately after by hmellor.	opened 2026-08-10; closed 2026-08-10	READ BODY
S5	ABANDONED-10	PR "add KV cache tiering residency and lifecycle management" self-closed as targeting the wrong repository	JieYang2001 (intellistream), vLLM PR #48837	https://github.com/vllm-project/vllm/pull/48837	PR closed unmerged by its own author, who renamed the title to record the reason	The author retitled the PR and closed it the same day; the recorded title is exactly: "[Closed: wrong repository]feat: add KV cache tiering residency and lifecycle management"	opened 2026-07-16; closed 2026-07-16	READ BODY
S5	ABANDONED-11	PR "Fail fast when CPU offload region exceeds available space" closed by its own author as already fixed on main	Thibaultjaigu, vLLM PR #47073	https://github.com/vllm-project/vllm/pull/47073	PR closed unmerged (author self-close; superseded by already-merged work)	"Closing: main already carries this fix. #50358 (merged 2026-08-05) added check_shm_free_space(self.total_size_bytes) in the creator path with the file cleanup on failure, which is exactly the shape @orozery asked for here, and the region has since been reworked further in #48414 and #52596 . Nothing left for this branch to add. Thanks for the review."	opened 2026-06-29; closed 2026-09-12	READ BODY
